sample_id,cell_id,cell_name,nwb_file_name
20180927_sample_4,WOBBW-4,sub-mouse-WOBBW_ses-20180927-sample-4_slice-20180927-slice-4_cell-20180927-sample-4_icephys,sub-mouse-WOBBW_ses-20180927-sample-4_slice-20180927-slice-4_cell-20180927-sample-4_icephys.nwb
20180927_sample_5,WOBBW-5,sub-mouse-WOBBW_ses-20180927-sample-5_slice-20180927-slice-5_cell-20180927-sample-5_icephys,sub-mouse-WOBBW_ses-20180927-sample-5_slice-20180927-slice-5_cell-20180927-sample-5_icephys.nwb
20180927_sample_7,WOBBW-7,sub-mouse-WOBBW_ses-20180927-sample-7_slice-20180927-slice-7_cell-20180927-sample-7_icephys,sub-mouse-WOBBW_ses-20180927-sample-7_slice-20180927-slice-7_cell-20180927-sample-7_icephys.nwb
20180927_sample_9,WOBBW-9,sub-mouse-WOBBW_ses-20180927-sample-9_slice-20180927-slice-9_cell-20180927-sample-9_icephys,sub-mouse-WOBBW_ses-20180927-sample-9_slice-20180927-slice-9_cell-20180927-sample-9_icephys.nwb
20181002_sample_1,VSYZV-1,sub-mouse-VSYZV_ses-20181002-sample-1_slice-20181002-slice-1_cell-20181002-sample-1_icephys,sub-mouse-VSYZV_ses-20181002-sample-1_slice-20181002-slice-1_cell-20181002-sample-1_icephys.nwb
20181002_sample_10,VSYZV-10,sub-mouse-VSYZV_ses-20181002-sample-10_slice-20181002-slice-10_cell-20181002-sample-10_icephys,sub-mouse-VSYZV_ses-20181002-sample-10_slice-20181002-slice-10_cell-20181002-sample-10_icephys.nwb
20181002_sample_2,VSYZV-2,sub-mouse-VSYZV_ses-20181002-sample-2_slice-20181002-slice-2_cell-20181002-sample-2_icephys,sub-mouse-VSYZV_ses-20181002-sample-2_slice-20181002-slice-2_cell-20181002-sample-2_icephys.nwb
20181002_sample_3,VSYZV-3,sub-mouse-VSYZV_ses-20181002-sample-3_slice-20181002-slice-3_cell-20181002-sample-3_icephys,sub-mouse-VSYZV_ses-20181002-sample-3_slice-20181002-slice-3_cell-20181002-sample-3_icephys.nwb
20181002_sample_4,VSYZV-4,sub-mouse-VSYZV_ses-20181002-sample-4_slice-20181002-slice-4_cell-20181002-sample-4_icephys,sub-mouse-VSYZV_ses-20181002-sample-4_slice-20181002-slice-4_cell-20181002-sample-4_icephys.nwb
20181002_sample_5,VSYZV-5,sub-mouse-VSYZV_ses-20181002-sample-5_slice-20181002-slice-5_cell-20181002-sample-5_icephys,sub-mouse-VSYZV_ses-20181002-sample-5_slice-20181002-slice-5_cell-20181002-sample-5_icephys.nwb
20181002_sample_6,VSYZV-6,sub-mouse-VSYZV_ses-20181002-sample-6_slice-20181002-slice-6_cell-20181002-sample-6_icephys,sub-mouse-VSYZV_ses-20181002-sample-6_slice-20181002-slice-6_cell-20181002-sample-6_icephys.nwb
20181002_sample_7,VSYZV-7,sub-mouse-VSYZV_ses-20181002-sample-7_slice-20181002-slice-7_cell-20181002-sample-7_icephys,sub-mouse-VSYZV_ses-20181002-sample-7_slice-20181002-slice-7_cell-20181002-sample-7_icephys.nwb
20181002_sample_8,VSYZV-8,sub-mouse-VSYZV_ses-20181002-sample-8_slice-20181002-slice-8_cell-20181002-sample-8_icephys,sub-mouse-VSYZV_ses-20181002-sample-8_slice-20181002-slice-8_cell-20181002-sample-8_icephys.nwb
20181002_sample_9,VSYZV-9,sub-mouse-VSYZV_ses-20181002-sample-9_slice-20181002-slice-9_cell-20181002-sample-9_icephys,sub-mouse-VSYZV_ses-20181002-sample-9_slice-20181002-slice-9_cell-20181002-sample-9_icephys.nwb
20181003_sample_1,ZZVQT-1,sub-mouse-ZZVQT_ses-20181003-sample-1_slice-20181003-slice-1_cell-20181003-sample-1_icephys,sub-mouse-ZZVQT_ses-20181003-sample-1_slice-20181003-slice-1_cell-20181003-sample-1_icephys.nwb
20181003_sample_10,ZZVQT-10,sub-mouse-ZZVQT_ses-20181003-sample-10_slice-20181003-slice-10_cell-20181003-sample-10_icephys,sub-mouse-ZZVQT_ses-20181003-sample-10_slice-20181003-slice-10_cell-20181003-sample-10_icephys.nwb
20181003_sample_2,ZZVQT-2,sub-mouse-ZZVQT_ses-20181003-sample-2_slice-20181003-slice-2_cell-20181003-sample-2_icephys,sub-mouse-ZZVQT_ses-20181003-sample-2_slice-20181003-slice-2_cell-20181003-sample-2_icephys.nwb
20181003_sample_3,ZZVQT-3,sub-mouse-ZZVQT_ses-20181003-sample-3_slice-20181003-slice-3_cell-20181003-sample-3_icephys,sub-mouse-ZZVQT_ses-20181003-sample-3_slice-20181003-slice-3_cell-20181003-sample-3_icephys.nwb
20181003_sample_4,ZZVQT-4,sub-mouse-ZZVQT_ses-20181003-sample-4_slice-20181003-slice-4_cell-20181003-sample-4_icephys,sub-mouse-ZZVQT_ses-20181003-sample-4_slice-20181003-slice-4_cell-20181003-sample-4_icephys.nwb
20181003_sample_5,ZZVQT-5,sub-mouse-ZZVQT_ses-20181003-sample-5_slice-20181003-slice-5_cell-20181003-sample-5_icephys,sub-mouse-ZZVQT_ses-20181003-sample-5_slice-20181003-slice-5_cell-20181003-sample-5_icephys.nwb
20181003_sample_6,ZZVQT-6,sub-mouse-ZZVQT_ses-20181003-sample-6_slice-20181003-slice-6_cell-20181003-sample-6_icephys,sub-mouse-ZZVQT_ses-20181003-sample-6_slice-20181003-slice-6_cell-20181003-sample-6_icephys.nwb
20181003_sample_7,ZZVQT-7,sub-mouse-ZZVQT_ses-20181003-sample-7_slice-20181003-slice-7_cell-20181003-sample-7_icephys,sub-mouse-ZZVQT_ses-20181003-sample-7_slice-20181003-slice-7_cell-20181003-sample-7_icephys.nwb
20181003_sample_8,ZZVQT-8,sub-mouse-ZZVQT_ses-20181003-sample-8_slice-20181003-slice-8_cell-20181003-sample-8_icephys,sub-mouse-ZZVQT_ses-20181003-sample-8_slice-20181003-slice-8_cell-20181003-sample-8_icephys.nwb
20181003_sample_9,ZZVQT-9,sub-mouse-ZZVQT_ses-20181003-sample-9_slice-20181003-slice-9_cell-20181003-sample-9_icephys,sub-mouse-ZZVQT_ses-20181003-sample-9_slice-20181003-slice-9_cell-20181003-sample-9_icephys.nwb
20181004_sample_1,JFOVK-1,sub-mouse-JFOVK_ses-20181004-sample-1_slice-20181004-slice-1_cell-20181004-sample-1_icephys,sub-mouse-JFOVK_ses-20181004-sample-1_slice-20181004-slice-1_cell-20181004-sample-1_icephys.nwb
20181004_sample_3,JFOVK-3,sub-mouse-JFOVK_ses-20181004-sample-3_slice-20181004-slice-3_cell-20181004-sample-3_icephys,sub-mouse-JFOVK_ses-20181004-sample-3_slice-20181004-slice-3_cell-20181004-sample-3_icephys.nwb
20181004_sample_5,JFOVK-5,sub-mouse-JFOVK_ses-20181004-sample-5_slice-20181004-slice-5_cell-20181004-sample-5_icephys,sub-mouse-JFOVK_ses-20181004-sample-5_slice-20181004-slice-5_cell-20181004-sample-5_icephys.nwb
20181004_sample_6,JFOVK-6,sub-mouse-JFOVK_ses-20181004-sample-6_slice-20181004-slice-6_cell-20181004-sample-6_icephys,sub-mouse-JFOVK_ses-20181004-sample-6_slice-20181004-slice-6_cell-20181004-sample-6_icephys.nwb
20181004_sample_8,JFOVK-8,sub-mouse-JFOVK_ses-20181004-sample-8_slice-20181004-slice-8_cell-20181004-sample-8_icephys,sub-mouse-JFOVK_ses-20181004-sample-8_slice-20181004-slice-8_cell-20181004-sample-8_icephys.nwb
20181009_sample_2,EAHUL-2,sub-mouse-EAHUL_ses-20181009-sample-2_slice-20181009-slice-2_cell-20181009-sample-2_icephys,sub-mouse-EAHUL_ses-20181009-sample-2_slice-20181009-slice-2_cell-20181009-sample-2_icephys.nwb
20181009_sample_3,EAHUL-3,sub-mouse-EAHUL_ses-20181009-sample-3_slice-20181009-slice-3_cell-20181009-sample-3_icephys,sub-mouse-EAHUL_ses-20181009-sample-3_slice-20181009-slice-3_cell-20181009-sample-3_icephys.nwb
20181009_sample_4,EAHUL-4,sub-mouse-EAHUL_ses-20181009-sample-4_slice-20181009-slice-4_cell-20181009-sample-4_icephys,sub-mouse-EAHUL_ses-20181009-sample-4_slice-20181009-slice-4_cell-20181009-sample-4_icephys.nwb
20181009_sample_5,EAHUL-5,sub-mouse-EAHUL_ses-20181009-sample-5_slice-20181009-slice-5_cell-20181009-sample-5_icephys,sub-mouse-EAHUL_ses-20181009-sample-5_slice-20181009-slice-5_cell-20181009-sample-5_icephys.nwb
20181009_sample_6,EAHUL-6,sub-mouse-EAHUL_ses-20181009-sample-6_slice-20181009-slice-6_cell-20181009-sample-6_icephys,sub-mouse-EAHUL_ses-20181009-sample-6_slice-20181009-slice-6_cell-20181009-sample-6_icephys.nwb
20181009_sample_7,EAHUL-7,sub-mouse-EAHUL_ses-20181009-sample-7_slice-20181009-slice-7_cell-20181009-sample-7_icephys,sub-mouse-EAHUL_ses-20181009-sample-7_slice-20181009-slice-7_cell-20181009-sample-7_icephys.nwb
20181010_sample_1,LEGDF-1,sub-mouse-LEGDF_ses-20181010-sample-1_slice-20181010-slice-1_cell-20181010-sample-1_icephys,sub-mouse-LEGDF_ses-20181010-sample-1_slice-20181010-slice-1_cell-20181010-sample-1_icephys.nwb
20181010_sample_10,LEGDF-10,sub-mouse-LEGDF_ses-20181010-sample-10_slice-20181010-slice-10_cell-20181010-sample-10_icephys,sub-mouse-LEGDF_ses-20181010-sample-10_slice-20181010-slice-10_cell-20181010-sample-10_icephys.nwb
20181010_sample_3,LEGDF-3,sub-mouse-LEGDF_ses-20181010-sample-3_slice-20181010-slice-3_cell-20181010-sample-3_icephys,sub-mouse-LEGDF_ses-20181010-sample-3_slice-20181010-slice-3_cell-20181010-sample-3_icephys.nwb
20181010_sample_4,LEGDF-4,sub-mouse-LEGDF_ses-20181010-sample-4_slice-20181010-slice-4_cell-20181010-sample-4_icephys,sub-mouse-LEGDF_ses-20181010-sample-4_slice-20181010-slice-4_cell-20181010-sample-4_icephys.nwb
20181010_sample_5,LEGDF-5,sub-mouse-LEGDF_ses-20181010-sample-5_slice-20181010-slice-5_cell-20181010-sample-5_icephys,sub-mouse-LEGDF_ses-20181010-sample-5_slice-20181010-slice-5_cell-20181010-sample-5_icephys.nwb
20181010_sample_6,LEGDF-6,sub-mouse-LEGDF_ses-20181010-sample-6_slice-20181010-slice-6_cell-20181010-sample-6_icephys,sub-mouse-LEGDF_ses-20181010-sample-6_slice-20181010-slice-6_cell-20181010-sample-6_icephys.nwb
20181010_sample_8,LEGDF-8,sub-mouse-LEGDF_ses-20181010-sample-8_slice-20181010-slice-8_cell-20181010-sample-8_icephys,sub-mouse-LEGDF_ses-20181010-sample-8_slice-20181010-slice-8_cell-20181010-sample-8_icephys.nwb
20181011_sample_10,HTPMR-10,sub-mouse-HTPMR_ses-20181011-sample-10_slice-20181011-slice-10_cell-20181011-sample-10_icephys,sub-mouse-HTPMR_ses-20181011-sample-10_slice-20181011-slice-10_cell-20181011-sample-10_icephys.nwb
20181011_sample_3,MTOCW-3,sub-mouse-MTOCW_ses-20181011-sample-3_slice-20181011-slice-3_cell-20181011-sample-3_icephys,sub-mouse-MTOCW_ses-20181011-sample-3_slice-20181011-slice-3_cell-20181011-sample-3_icephys.nwb
20181011_sample_4,HTPMR-4,sub-mouse-HTPMR_ses-20181011-sample-4_slice-20181011-slice-4_cell-20181011-sample-4_icephys,sub-mouse-HTPMR_ses-20181011-sample-4_slice-20181011-slice-4_cell-20181011-sample-4_icephys.nwb
20181011_sample_8,HTPMR-8,sub-mouse-HTPMR_ses-20181011-sample-8_slice-20181011-slice-8_cell-20181011-sample-8_icephys,sub-mouse-HTPMR_ses-20181011-sample-8_slice-20181011-slice-8_cell-20181011-sample-8_icephys.nwb
20181011_sample_9,HTPMR-9,sub-mouse-HTPMR_ses-20181011-sample-9_slice-20181011-slice-9_cell-20181011-sample-9_icephys,sub-mouse-HTPMR_ses-20181011-sample-9_slice-20181011-slice-9_cell-20181011-sample-9_icephys.nwb
20181109_sample_1,JSQXS-1,sub-mouse-JSQXS_ses-20181109-sample-1_slice-20181109-slice-1_cell-20181109-sample-1_icephys,sub-mouse-JSQXS_ses-20181109-sample-1_slice-20181109-slice-1_cell-20181109-sample-1_icephys.nwb
20181109_sample_10,JSQXS-10,sub-mouse-JSQXS_ses-20181109-sample-10_slice-20181109-slice-5_cell-20181109-sample-10_icephys,sub-mouse-JSQXS_ses-20181109-sample-10_slice-20181109-slice-5_cell-20181109-sample-10_icephys.nwb
20181109_sample_2,JSQXS-2,sub-mouse-JSQXS_ses-20181109-sample-2_slice-20181109-slice-1_cell-20181109-sample-2_icephys,sub-mouse-JSQXS_ses-20181109-sample-2_slice-20181109-slice-1_cell-20181109-sample-2_icephys.nwb
20181109_sample_3,JSQXS-3,sub-mouse-JSQXS_ses-20181109-sample-3_slice-20181109-slice-2_cell-20181109-sample-3_icephys,sub-mouse-JSQXS_ses-20181109-sample-3_slice-20181109-slice-2_cell-20181109-sample-3_icephys.nwb
20181109_sample_5,JSQXS-5,sub-mouse-JSQXS_ses-20181109-sample-5_slice-20181109-slice-2_cell-20181109-sample-5_icephys,sub-mouse-JSQXS_ses-20181109-sample-5_slice-20181109-slice-2_cell-20181109-sample-5_icephys.nwb
20181109_sample_7,JSQXS-7,sub-mouse-JSQXS_ses-20181109-sample-7_slice-20181109-slice-3_cell-20181109-sample-7_icephys,sub-mouse-JSQXS_ses-20181109-sample-7_slice-20181109-slice-3_cell-20181109-sample-7_icephys.nwb
20181109_sample_8,JSQXS-8,sub-mouse-JSQXS_ses-20181109-sample-8_slice-20181109-slice-4_cell-20181109-sample-8_icephys,sub-mouse-JSQXS_ses-20181109-sample-8_slice-20181109-slice-4_cell-20181109-sample-8_icephys.nwb
20181109_sample_9,JSQXS-9,sub-mouse-JSQXS_ses-20181109-sample-9_slice-20181109-slice-4_cell-20181109-sample-9_icephys,sub-mouse-JSQXS_ses-20181109-sample-9_slice-20181109-slice-4_cell-20181109-sample-9_icephys.nwb
20181112_sample_1,ZWZEZ-1,sub-mouse-ZWZEZ_ses-20181112-sample-1_slice-20181112-slice-1_cell-20181112-sample-1_icephys,sub-mouse-ZWZEZ_ses-20181112-sample-1_slice-20181112-slice-1_cell-20181112-sample-1_icephys.nwb
20181112_sample_11,ZWZEZ-11,sub-mouse-ZWZEZ_ses-20181112-sample-11_slice-20181112-slice-7_cell-20181112-sample-11_icephys,sub-mouse-ZWZEZ_ses-20181112-sample-11_slice-20181112-slice-7_cell-20181112-sample-11_icephys.nwb
20181112_sample_4,ZWZEZ-4,sub-mouse-ZWZEZ_ses-20181112-sample-4_slice-20181112-slice-2_cell-20181112-sample-4_icephys,sub-mouse-ZWZEZ_ses-20181112-sample-4_slice-20181112-slice-2_cell-20181112-sample-4_icephys.nwb
20181112_sample_5,ZWZEZ-5,sub-mouse-ZWZEZ_ses-20181112-sample-5_slice-20181112-slice-3_cell-20181112-sample-5_icephys,sub-mouse-ZWZEZ_ses-20181112-sample-5_slice-20181112-slice-3_cell-20181112-sample-5_icephys.nwb
20181112_sample_6,ZWZEZ-6,sub-mouse-ZWZEZ_ses-20181112-sample-6_slice-20181112-slice-3_cell-20181112-sample-6_icephys,sub-mouse-ZWZEZ_ses-20181112-sample-6_slice-20181112-slice-3_cell-20181112-sample-6_icephys.nwb
20181112_sample_8,ZWZEZ-8,sub-mouse-ZWZEZ_ses-20181112-sample-8_slice-20181112-slice-4_cell-20181112-sample-8_icephys,sub-mouse-ZWZEZ_ses-20181112-sample-8_slice-20181112-slice-4_cell-20181112-sample-8_icephys.nwb
20181114_sample_1,UWILU-1,sub-mouse-UWILU_ses-20181114-sample-1_slice-20181114-slice-1_cell-20181114-sample-1_icephys,sub-mouse-UWILU_ses-20181114-sample-1_slice-20181114-slice-1_cell-20181114-sample-1_icephys.nwb
20181114_sample_2,UWILU-2,sub-mouse-UWILU_ses-20181114-sample-2_slice-20181114-slice-1_cell-20181114-sample-2_icephys,sub-mouse-UWILU_ses-20181114-sample-2_slice-20181114-slice-1_cell-20181114-sample-2_icephys.nwb
20181114_sample_4,UWILU-4,sub-mouse-UWILU_ses-20181114-sample-4_slice-20181114-slice-3_cell-20181114-sample-4_icephys,sub-mouse-UWILU_ses-20181114-sample-4_slice-20181114-slice-3_cell-20181114-sample-4_icephys.nwb
20181116_sample_10,AZZAO-10,sub-mouse-AZZAO_ses-20181116-sample-10_slice-20181116-slice-6_cell-20181116-sample-10_icephys,sub-mouse-AZZAO_ses-20181116-sample-10_slice-20181116-slice-6_cell-20181116-sample-10_icephys.nwb
20181116_sample_12,AZZAO-12,sub-mouse-AZZAO_ses-20181116-sample-12_slice-20181116-slice-6_cell-20181116-sample-12_icephys,sub-mouse-AZZAO_ses-20181116-sample-12_slice-20181116-slice-6_cell-20181116-sample-12_icephys.nwb
20181116_sample_2,AZZAO-2,sub-mouse-AZZAO_ses-20181116-sample-2_slice-20181116-slice-2_cell-20181116-sample-2_icephys,sub-mouse-AZZAO_ses-20181116-sample-2_slice-20181116-slice-2_cell-20181116-sample-2_icephys.nwb
20181116_sample_3,AZZAO-3,sub-mouse-AZZAO_ses-20181116-sample-3_slice-20181116-slice-3_cell-20181116-sample-3_icephys,sub-mouse-AZZAO_ses-20181116-sample-3_slice-20181116-slice-3_cell-20181116-sample-3_icephys.nwb
20181116_sample_4,AZZAO-4,sub-mouse-AZZAO_ses-20181116-sample-4_slice-20181116-slice-2_cell-20181116-sample-4_icephys,sub-mouse-AZZAO_ses-20181116-sample-4_slice-20181116-slice-2_cell-20181116-sample-4_icephys.nwb
20181116_sample_5,AZZAO-5,sub-mouse-AZZAO_ses-20181116-sample-5_slice-20181116-slice-5_cell-20181116-sample-5_icephys,sub-mouse-AZZAO_ses-20181116-sample-5_slice-20181116-slice-5_cell-20181116-sample-5_icephys.nwb
20181116_sample_7,AZZAO-7,sub-mouse-AZZAO_ses-20181116-sample-7_slice-20181116-slice-7_cell-20181116-sample-7_icephys,sub-mouse-AZZAO_ses-20181116-sample-7_slice-20181116-slice-7_cell-20181116-sample-7_icephys.nwb
20181121_sample_1,BVPYH-1,sub-mouse-BVPYH_ses-20181121-sample-1_slice-20181121-slice-1_cell-20181121-sample-1_icephys,sub-mouse-BVPYH_ses-20181121-sample-1_slice-20181121-slice-1_cell-20181121-sample-1_icephys.nwb
20181121_sample_2,BVPYH-2,sub-mouse-BVPYH_ses-20181121-sample-2_slice-20181121-slice-1_cell-20181121-sample-2_icephys,sub-mouse-BVPYH_ses-20181121-sample-2_slice-20181121-slice-1_cell-20181121-sample-2_icephys.nwb
20181121_sample_3,BVPYH-3,sub-mouse-BVPYH_ses-20181121-sample-3_slice-20181121-slice-2_cell-20181121-sample-3_icephys,sub-mouse-BVPYH_ses-20181121-sample-3_slice-20181121-slice-2_cell-20181121-sample-3_icephys.nwb
20181121_sample_4,BVPYH-4,sub-mouse-BVPYH_ses-20181121-sample-4_slice-20181121-slice-2_cell-20181121-sample-4_icephys,sub-mouse-BVPYH_ses-20181121-sample-4_slice-20181121-slice-2_cell-20181121-sample-4_icephys.nwb
20181121_sample_5,BVPYH-5,sub-mouse-BVPYH_ses-20181121-sample-5_slice-20181121-slice-3_cell-20181121-sample-5_icephys,sub-mouse-BVPYH_ses-20181121-sample-5_slice-20181121-slice-3_cell-20181121-sample-5_icephys.nwb
20181121_sample_6,BVPYH-6,sub-mouse-BVPYH_ses-20181121-sample-6_slice-20181121-slice-3_cell-20181121-sample-6_icephys,sub-mouse-BVPYH_ses-20181121-sample-6_slice-20181121-slice-3_cell-20181121-sample-6_icephys.nwb
